Training Loss,Training Accuracy,Training Precision,Training Recall,Training Specificity,Training F-1 Score,Training Class Precision,Training Class Recall,Training Class Specificity,Training Class Accuracy,Training Class F-1 Score,Valid. Loss,Valid. Accuracy,Valid. Precision,Valid. Recall,Valid. Specificity,Valid. F-1 Score,Valid. Class Precision,Valid. Class Recall,Valid. Class Specificity,Valid. Class Accuracy,Valid. Class F-1 Score,Training Time,Validation Time
1.3970642519656413,0.2575115207373272,0.25733005247389956,0.2571237446620665,0.7524879447417904,0.25710012406738814,[0.25469268 0.26823876 0.27838428 0.22800449],[0.253109   0.26530612 0.26461432 0.24546554],[0.75049285 0.7549963  0.7508481  0.75361453],[0.25469268 0.26823876 0.27838428 0.22800449],[0.25389837 0.26676438 0.2713247  0.23641304],1.3862942945957184,0.2575115207373272,0.25733005247389956,0.2571237446620665,0.7524879447417904,0.25710012406738814,[0.25469268 0.26823876 0.27838428 0.22800449],[0.253109   0.26530612 0.26461432 0.24546554],[0.75049285 0.7549963  0.7508481  0.75361453],[0.25469268 0.26823876 0.27838428 0.22800449],[0.25389837 0.26676438 0.2713247  0.23641304],1:00:07,0:14:01
1.3971563254248711,0.2456221198156682,0.24571172818717896,0.24619309385347776,0.7485500564940483,0.2456732193088464,[0.24631268 0.25474154 0.24813433 0.23365836],[0.24433065 0.24963557 0.23002421 0.26078194],[0.7481518  0.75277572 0.74682749 0.74644521],[0.24631268 0.25474154 0.24813433 0.23365836],[0.24531766 0.25216271 0.23873631 0.24647619],1.3862943723509389,0.2456221198156682,0.24571172818717896,0.24619309385347776,0.7485500564940483,0.2456732193088464,[0.24631268 0.25474154 0.24813433 0.23365836],[0.24433065 0.24963557 0.23002421 0.26078194],[0.7481518  0.75277572 0.74682749 0.74644521],[0.24631268 0.25474154 0.24813433 0.23365836],[0.24531766 0.25216271 0.23873631 0.24647619],1:00:28,0:14:10
1.3942900264427958,0.2519815668202765,0.2518883194841135,0.2518776171682692,0.750652891309917,0.2516801020000641,[0.25904897 0.25018369 0.26978146 0.22853916],[0.26700805 0.24817784 0.24766517 0.24465941],[0.74273041 0.7482112  0.75650207 0.75516788],[0.25904897 0.25018369 0.26978146 0.22853916],[0.2629683  0.24917673 0.25825068 0.2363247 ],1.386294383079775,0.2519815668202765,0.2518883194841135,0.2518776171682692,0.750652891309917,0.2516801020000641,[0.25904897 0.25018369 0.26978146 0.22853916],[0.26700805 0.24817784 0.24766517 0.24465941],[0.74273041 0.7482112  0.75650207 0.75516788],[0.25904897 0.25018369 0.26978146 0.22853916],[0.2629683  0.24917673 0.25825068 0.2363247 ],0:59:21,0:12:50
1.3946588071700066,0.24331797235023042,0.243035739091047,0.24289546275563212,0.7477320431228613,0.2428548049215315,[0.23965388 0.25210392 0.26444205 0.21594311],[0.23299195 0.25109329 0.25492909 0.23256751],[0.75098571 0.74784111 0.74242995 0.74967141],[0.23965388 0.25210392 0.26444205 0.21594311],[0.23627596 0.25159759 0.25959845 0.22394722],1.3862943665827474,0.24331797235023042,0.243035739091047,0.24289546275563212,0.7477320431228613,0.2428548049215315,[0.23965388 0.25210392 0.26444205 0.21594311],[0.23299195 0.25109329 0.25492909 0.23256751],[0.75098571 0.74784111 0.74242995 0.74967141],[0.23965388 0.25210392 0.26444205 0.21594311],[0.23627596 0.25159759 0.25959845 0.22394722],0:55:58,0:12:40
